,red,white
0.0188,0.0,21.70802648805185
0.0391,6.518130573122912,219.17667338212803
0.0591,19.176377168897027,84.99925946692242
0.0792,74.87266219030313,0.0
0.0992,0.0,0.0
0.119,6.518130573122912,14.113078530587382
0.139,0.0,0.0
0.1595,11.581429211432559,19.176377168897027
0.18,14.113078530587382,0.0
0.2,1.454831934813266,14.113078530587382
0.22,0.0,0.0
0.24,3.986481253968089,19.176377168897027
0.26,0.0,0.0
0.28,9.049779892277735,0.0
0.3,9.049779892277735,26.771325126361496
0.32,0.0,0.0
0.34,0.0,9.049779892277735
0.36,6.518130573122912,0.0
0.38,0.0,1.454831934813266
0.4,0.0,0.0
0.42,9.049779892277735,6.518130573122912
0.44,0.0,19.176377168897027
0.4605,16.644727849742203,41.961221041290436
0.481,3.986481253968089,0.0
0.501,6.518130573122912,0.0
0.521,0.0,21.70802648805185
0.541,1.454831934813266,0.0
0.561,24.239675807206673,1.454831934813266
0.581,0.0,24.239675807206673
0.601,0.0,0.0
