,red,white
8.1115,0.0,0.0
8.345,0.0,27.991288448964543
8.575,0.0,13.598298486405488
8.805,7.841102501381865,0.0
9.035,10.719700493893676,51.02007238905903
9.265,0.0,2.083906516358244
9.495,36.627082426499975,36.627082426499975
9.725,27.991288448964543,0.0
9.955,0.0,82.68465030668895
10.185,33.74848443398816,33.74848443398816
10.415,25.112690456452732,39.50568041901179
10.645,13.598298486405488,48.14147439654722
10.875,0.0,4.962504508870055
11.105,0.0,27.991288448964543
11.335,0.0,19.355494471429108
11.565,0.0,27.991288448964543
11.795,39.50568041901179,39.50568041901179
12.025,19.355494471429108,2.083906516358244
12.255,30.869886441476353,0.0
12.485,0.0,19.355494471429108
12.715,0.0,19.355494471429108
12.945,22.23409246394092,0.0
13.175,19.355494471429108,0.0
13.405,13.598298486405488,10.719700493893676
13.635,0.0,13.598298486405488
13.865,0.0,0.0
14.095,0.0,0.0
14.325,33.74848443398816,27.991288448964543
14.555,0.0,56.77726837408265
14.785,19.355494471429108,0.0
