, <=50K, >50K
 Adm-clerical,122.41752431693037,62.01790118396113
 Exec-managerial,109.28717146193706,106.6611008909384
 Handlers-cleaners,69.89611289695712,0.0
 Prof-specialty,56.7657600419638,77.77432460995311
 Other-service,135.5478771719237,12.122560334986538
 Sales,0.0,90.90467746494642
 Craft-repair,0.0,67.27004232595846
 Transport-moving,9.496489763987876,80.40039518095178
 Farming-fishing,25.252913189979854,0.0
 Machine-op-inspct,80.40039518095178,56.7657600419638
 Tech-support,0.0,0.0
 ?,85.65253632294909,20.000772047982526
 Protective-serv,35.757195473974505,12.122560334986538
 Armed-Forces,101.40895974894107,0.0
 Priv-house-serv,0.0,90.90467746494642
