, <=50K, >50K
1.2425,122.20059272536467,25.782907561465727
1.75,25.782907561465727,0.0
2.25,208.46904787201112,0.0
2.75,147.57366776849597,5.484447526960683
3.25,0.0,0.0
3.75,0.0,0.0
4.25,213.54366288063736,0.0
4.75,0.0,172.94674281162727
5.25,0.0,0.409832518334423
5.75,162.79751279437477,25.782907561465727
6.25,0.0,20.708292552839467
6.75,51.15598260459703,5.484447526960683
7.25,20.708292552839467,0.0
7.75,51.15598260459703,127.27520773399094
8.25,0.0,0.0
8.75,350.5582681135464,71.45444263910207
9.25,56.23059761322329,117.12597771673842
9.75,446.97595327744534,46.08136759597077
10.25,152.64828277712223,0.0
10.75,30.857522570091987,0.0
11.25,0.0,101.90213269085963
11.75,10.559062535586945,56.23059761322329
12.25,0.0,15.633677544213205
12.75,340.4090380962939,208.46904787201112
13.25,101.90213269085963,0.0
13.75,0.0,46.08136759597077
14.25,0.0,0.0
14.75,233.8421229151424,137.42443775124346
15.25,5.484447526960683,0.0
15.75,0.0,0.0
