,red,white
0.2485,0.0,11.581429211432559
0.309,0.0,6.518130573122912
0.3685,24.239675807206673,57.151116956219376
0.4275,26.771325126361496,59.6827662753742
0.487,0.0,69.80936355199348
0.5465,9.049779892277735,54.61946763706455
0.6055,26.771325126361496,1.454831934813266
0.665,21.70802648805185,0.0
0.7245,14.113078530587382,41.961221041290436
0.7835,0.0,0.0
0.843,0.0,31.834623764671143
0.9025,0.0,14.113078530587382
0.9615,14.113078530587382,6.518130573122912
1.021,0.0,0.0
1.0805,0.0,0.0
1.1395,0.0,6.518130573122912
1.199,1.454831934813266,0.0
1.2585,1.454831934813266,19.176377168897027
1.3175,24.239675807206673,0.0
1.377,0.0,34.366273083825966
1.4365,0.0,0.0
1.4955,0.0,0.0
1.555,0.0,3.986481253968089
1.6145,9.049779892277735,14.113078530587382
1.6735,6.518130573122912,1.454831934813266
1.733,0.0,14.113078530587382
1.7925,0.0,11.581429211432559
1.8515,31.834623764671143,0.0
1.911,0.0,0.0
1.9705,6.518130573122912,3.986481253968089
