, <=50K, >50K
 Adm-clerical,135.8852401153986,97.77670117622732
 Exec-managerial,47.94245794808025,138.81666618764254
 Handlers-cleaners,53.80531009256814,3.971066864421078
 Prof-specialty,47.94245794808025,68.46244045378786
 Other-service,106.57097939295915,30.35390151461658
 Sales,0.0,65.53101438154393
 Craft-repair,0.0,112.43383153744703
 Transport-moving,18.628197225640804,144.67951833213044
 Farming-fishing,71.39386652603181,30.35390151461658
 Machine-op-inspct,74.32529259827575,45.01103187583631
 Tech-support,0.0,0.0
 ?,103.63955332071521,3.971066864421078
 Protective-serv,27.422475442372637,0.0
 Armed-Forces,62.599588309299975,0.0
 Priv-house-serv,0.0,124.15953582642283
