, <=50K, >50K
18.18,36.920844915786624,0.0
20.65,48.709354712463664,77.00177822448856
23.0835,98.22109585850724,0.0
25.5165,164.23675071989865,0.0
27.950000000000003,84.07488410249479,0.0
30.3835,36.920844915786624,0.0
32.816500000000005,20.416931200438768,8.62842140376173
35.25,91.14798998050101,41.63624883445744
37.683499999999995,0.0,0.0
40.1165,55.78246059046989,98.22109585850724
42.55,39.27854687512203,0.0
44.98350000000001,93.50569193983642,102.93649977717806
47.4165,48.709354712463664,41.63624883445744
49.85,0.0,72.28637430581774
52.283500000000004,0.0,13.343825322432545
54.716499999999996,36.920844915786624,0.0
57.15,1.5553155257555042,36.920844915786624
59.5835,34.563142956451216,0.0
62.01649999999999,0.0,10.986123363097137
64.45,0.0,18.05922924110336
66.8835,0.0,6.27071944442632
69.31649999999999,0.0,0.0
71.75,41.63624883445744,3.9130174850909123
74.18350000000001,22.774633159774176,25.132335119109584
76.6165,18.05922924110336,0.0
79.05,22.774633159774176,3.9130174850909123
81.48349999999999,0.0,0.0
83.9165,0.0,0.0
86.35,0.0,15.701527281767953
88.7835,0.0,22.774633159774176
