, <=50K, >50K
 Bachelors,1749.3258159082106,1234.5125489764037
 HS-grad,4866.249719977828,813.8480117947714
 11th,615.5347299805734,26.604377926288272
 Masters,429.2404349429934,499.35119113993204
 9th,266.9841134586495,48.639187016754725
 Some-college,3171.5725844746817,725.7087754329057
 Assoc-acdm,451.27524403345984,126.76260106477214
 Assoc-voc,539.4144803953257,184.85437048509277
 7th-8th,301.037909325734,14.58539114967021
 Doctorate,76.68348949553021,124.75943660200247
 Prof-school,64.66450271891215,232.93031759156503
 5th-6th,186.85753494786246,8.575897761361178
 10th,459.28790188453854,36.62020024013666
 1st-4th,72.67716056999086,0.5632399102824699
 Preschool,0.0,0.0
 12th,238.93981097987407,16.588555612439887
