, <=50K, >50K
 United-States,902.9570210302282,150.100778477421
 Cuba,173.4451580914615,0.0
 Jamaica,284.33096125815405,0.0
 India,50.88716511774871,319.34753067921486
 ?,0.0,0.0
 Mexico,0.0,45.05107021423857
 South,85.90373453880952,208.46172751252232
 Puerto-Rico,21.706690600198037,0.0
 Honduras,0.0,319.34753067921486
 England,237.64220203007298,0.0
 Canada,103.4120192493399,33.378880407218304
 Germany,74.23154473178924,0.0
 Iran,80.06763963529937,21.706690600198037
 Philippines,167.6090631879514,0.0
 Italy,0.0,0.0
 Poland,21.706690600198037,0.0
 Columbia,0.0,10.03450079317777
 Cambodia,412.725049135377,85.90373453880952
 Thailand,0.0,21.706690600198037
 Ecuador,4.198405889667637,196.78953770550206
 Laos,208.46172751252232,0.0
 Taiwan,0.0,50.88716511774871
 Haiti,0.0,74.23154473178924
 Portugal,126.75639886338045,0.0
 Dominican-Republic,97.57592434582978,0.0
 El-Salvador,0.0,0.0
 France,10.03450079317777,167.6090631879514
 Guatemala,0.0,27.542785503708174
 China,150.100778477421,91.73982944231965
 Japan,0.0,85.90373453880952
 Yugoslavia,0.0,0.0
 Peru,0.0,0.0
 Outlying-US(Guam-USVI-etc),0.0,0.0
 Scotland,278.49486635464393,161.77296828444125
 Trinadad&Tobago,150.100778477421,0.0
 Greece,91.73982944231965,33.378880407218304
 Nicaragua,0.0,0.0
 Vietnam,0.0,0.0
 Hong,10.03450079317777,45.05107021423857
 Ireland,103.4120192493399,0.0
 Hungary,243.47829693358312,33.378880407218304
 Holand-Netherlands,56.723260021258845,307.6753408721946
