,red,white
0.988,0.0,10.144652004251842
0.99,45.16122142531265,0.0
0.9915,0.0,4.308557100741708
0.993,4.308557100741708,97.68607555690384
0.995,33.48903161829238,56.833411232332914
0.9965,39.32512652180251,167.71921439902545
0.998,50.99731632882278,10.144652004251842
1.0,62.669506135843044,4.308557100741708
1.002,0.0,15.980746907761976
1.0035,15.980746907761976,0.0
1.005,56.833411232332914,27.652936714782243
1.007,0.0,0.0
1.009,138.53873988147478,0.0
1.0105,0.0,45.16122142531265
1.012,21.81684181127211,0.0
1.014,74.34169594286331,4.308557100741708
1.016,0.0,0.0
1.0175,0.0,68.50560103935318
1.019,4.308557100741708,56.833411232332914
1.021,45.16122142531265,0.0
1.0225,4.308557100741708,45.16122142531265
1.024,86.01388574988358,0.0
1.026,0.0,27.652936714782243
1.028,97.68607555690384,39.32512652180251
1.0295,0.0,103.52217046041399
1.031,0.0,0.0
1.033,56.833411232332914,80.17779084637345
1.035,39.32512652180251,0.0
1.0365,39.32512652180251,0.0
1.038,0.0,0.0
