, <=50K, >50K
 United-States,11644.968139987182,3737.6679200899052
 Cuba,0.0,92.1579630403564
 Jamaica,157.37281021476696,20.421631148504822
 India,0.0,297.58473163974963
 ?,216.06617267173644,258.4558233351033
 Mexico,639.9626793054049,0.0
 South,261.71656569382384,408.4499718362475
 Puerto-Rico,268.23805041126485,0.0
 Honduras,124.76538662756168,0.0
 England,626.9197098705229,418.2321989124091
 Canada,0.0,0.0
 Germany,457.3611072170554,313.8884434333522
 Iran,264.97730805254434,0.0
 Philippines,7.378661713622715,180.19800672581064
 Italy,13.900146431063769,0.0
 Poland,0.0,0.0
 Columbia,418.2321989124091,516.0544696740249
 Cambodia,0.0,0.0
 Thailand,0.0,0.0
 Ecuador,411.71071419496803,271.4987927699854
 Laos,0.0,0.0
 Taiwan,137.80835606244378,98.67944775779746
 Haiti,0.0,320.4099281507933
 Portugal,0.0,101.940190116518
 Dominican-Republic,0.0,232.36988446533906
 El-Salvador,0.0,0.0
 France,0.0,604.0945133594792
 Guatemala,0.0,49.76831237698956
 China,0.0,0.0
 Japan,0.0,0.0
 Yugoslavia,0.0,0.8571769961816612
 Peru,98.67944775779746,66.0720241705922
 Outlying-US(Guam-USVI-etc),0.0,0.0
 Scotland,0.0,297.58473163974963
 Trinadad&Tobago,0.0,379.1032906077628
 Greece,0.0,0.0
 Nicaragua,454.1003648583349,232.36988446533906
 Vietnam,0.0,150.8513254973259
 Hong,23.68237350722535,0.0
 Ireland,0.0,144.32984077988485
 Hungary,82.37573596419483,0.0
 Holand-Netherlands,66.0720241705922,0.0
