, <=50K, >50K
 Bachelors,156.89051175587647,62.37961939603021
 HS-grad,356.6521706073697,66.67556904875049
 11th,0.0,0.0
 Masters,17.272148042467226,58.083669743309926
 9th,0.0,25.864047347907793
 Some-college,208.44190758851988,10.828223563386798
 Assoc-acdm,62.37961939603021,0.0
 Assoc-voc,32.30797182698822,0.0
 7th-8th,34.45594665334836,0.0
 Doctorate,32.30797182698822,21.56809769518751
 Prof-school,21.56809769518751,23.71607252154765
 5th-6th,0.0,15.124173216107083
 10th,25.864047347907793,0.0
 1st-4th,0.0,10.828223563386798
 Preschool,15.124173216107083,12.97619838974694
 12th,15.124173216107083,0.0
