, <=50K, >50K
70.422,990.4024878755721,344.6616345657625
217.79999999999998,0.0,0.0
363.0,0.0,0.0
508.2,4.916446935862615,49.91580953584935
653.4,0.0,0.0
798.6,0.0,65.66558644584471
943.8,25.166160105856644,0.0
1089.0,0.0,9.416383195861288
1234.1999999999998,0.0,0.0
1379.4,16.166287585859298,0.0
1524.6,0.0,0.0
1669.8000000000002,38.665968885852664,0.0
1815.0,13.916319455859961,25.166160105856644
1960.1999999999998,0.0,0.0
2105.4,4.916446935862615,2.666478805863278
2250.6,0.0,7.166415065861951
2395.8,0.0,0.0
2541.0,58.915682055846695,47.66584140585001
2686.2,16.166287585859298,9.416383195861288
2831.4,0.0,18.416255715858636
2976.6,0.0,11.666351325860624
3121.8,0.0,0.0
3267.0,22.91619197585731,0.0
3412.2,0.0,0.0
3557.4,0.4165106758639414,2.666478805863278
3702.6,29.666096365855317,0.4165106758639414
3847.8,0.0,20.66622384585797
3993.0,0.0,2.666478805863278
4138.2,22.91619197585731,11.666351325860624
4283.4,0.0,0.0
