, <=50K, >50K
 Adm-clerical,135.8852401153986,97.77670117622732
 Exec-managerial,53.80531009256814,121.22810975417887
 Handlers-cleaners,47.94245794808025,0.0
 Prof-specialty,47.94245794808025,74.32529259827575
 Other-service,83.11957081500759,27.422475442372637
 Sales,0.0,68.46244045378786
 Craft-repair,9.833919008908968,138.81666618764254
 Transport-moving,0.0,135.8852401153986
 Farming-fishing,80.18814474276364,18.628197225640804
 Machine-op-inspct,83.11957081500759,53.80531009256814
 Tech-support,0.0,0.0
 ?,74.32529259827575,3.971066864421078
 Protective-serv,27.422475442372637,0.0
 Armed-Forces,65.53101438154393,0.0
 Priv-house-serv,0.0,124.15953582642283
