,red,white
2.741,16.00045840326809,0.0
2.7845,16.00045840326809,0.0
2.8275,0.0,0.0
2.8705,0.0,9.478973685827038
2.9135,0.0,6.218231327106511
2.9565,0.0,55.129366707914414
2.9995,0.0,0.0
3.0425,0.0,25.782685479429674
3.0855,35.564912555591256,0.0
3.1285,16.00045840326809,0.0
3.1715,2.9574889683859844,104.04050208872232
3.2145,16.00045840326809,0.0
3.2575,0.0,0.0
3.3005,29.043427838150198,0.0
3.3435,0.0,45.34713963175283
3.3865,16.00045840326809,48.60788199047336
3.4295,0.0,9.478973685827038
3.4725,77.9545632189581,0.0
3.5155,0.0,6.218231327106511
3.5585,0.0,0.0
3.6015,0.0,0.0
3.6445,0.0,0.0
3.6875,38.82565491431178,0.0
3.7305,0.0,0.0
3.7735,19.26120076198862,0.0
3.8165,0.0,0.0
3.8595,0.0,0.0
3.9025,0.0,25.782685479429674
3.9455,0.0,16.00045840326809
3.9885,58.39010906663494,0.0
