,red,white
5.656,39.50568041901179,25.112690456452732
15.4,42.384278411523596,48.14147439654722
25.0,48.14147439654722,59.65586636659446
34.6,0.0,108.59203223929525
44.2,45.26287640403541,68.2916603441299
53.8,22.23409246394092,48.14147439654722
63.4,0.0,48.14147439654722
73.0,25.112690456452732,53.89867038157084
82.6,0.0,0.0
92.2,0.0,0.0
101.8,0.0,0.0
111.4,68.2916603441299,0.0
121.0,0.0,0.0
130.6,0.0,4.962504508870055
140.2,39.50568041901179,0.0
149.8,16.476896478917297,0.0
159.4,13.598298486405488,13.598298486405488
169.0,48.14147439654722,0.0
178.6,7.841102501381865,0.0
188.2,19.355494471429108,0.0
197.8,0.0,0.0
207.4,0.0,0.0
217.0,0.0,22.23409246394092
226.6,0.0,16.476896478917297
236.2,0.0,0.0
245.8,0.0,0.0
255.4,0.0,0.0
265.0,0.0,0.0
274.6,0.0,0.0
284.2,22.23409246394092,4.962504508870055
