,red,white
1.654,54.35822399778977,110.45143499168091
3.86,4.996198323165561,22.946025841210727
6.0335,0.0,49.87076711827848
8.2065,0.0,29.677211160477665
10.38,0.0,45.38331023876719
12.5535,22.946025841210727,16.21484052194379
14.7265,0.0,34.16466803998896
16.9,0.0,0.0
19.0735,0.0,0.0
21.2465,0.0,0.0
23.42,7.239926762921206,2.7524698834099146
25.5935,16.21484052194379,0.0
27.7665,2.7524698834099146,0.0
29.94,0.5087414436542684,13.971112082188144
32.1135,0.0,0.0
34.2865,0.0,2.7524698834099146
36.46,9.483655202676852,0.0
38.6335,0.5087414436542684,22.946025841210727
40.8065,13.971112082188144,0.0
42.98,0.0,0.5087414436542684
45.1535,0.0,2.7524698834099146
47.3265,11.727383642432498,0.0
49.5,0.0,0.0
51.6735,0.0,0.0
53.8465,18.458568961699434,4.996198323165561
56.02,2.7524698834099146,0.0
58.1935,2.7524698834099146,9.483655202676852
60.3665,0.0,2.7524698834099146
62.54,0.5087414436542684,11.727383642432498
64.7135,0.5087414436542684,13.971112082188144
