,red,white
0.0268,6.518130573122912,0.0
0.0832,34.366273083825966,24.239675807206673
0.1385,0.0,34.366273083825966
0.1935,26.771325126361496,16.644727849742203
0.249,26.771325126361496,64.74606491368384
0.3045,0.0,62.21441559452902
0.3595,26.771325126361496,26.771325126361496
0.415,3.986481253968089,47.02451967960008
0.4705,0.0,21.70802648805185
0.5255,39.42957172213561,0.0
0.581,9.049779892277735,1.454831934813266
0.6365,11.581429211432559,6.518130573122912
0.6915,3.986481253968089,0.0
0.747,0.0,1.454831934813266
0.8025,11.581429211432559,0.0
0.8575,3.986481253968089,0.0
0.913,0.0,21.70802648805185
0.9685,36.89792240298079,19.176377168897027
1.0235,34.366273083825966,26.771325126361496
1.079,0.0,0.0
1.1345,1.454831934813266,24.239675807206673
1.1895,0.0,21.70802648805185
1.245,1.454831934813266,0.0
1.3005,6.518130573122912,3.986481253968089
1.3555,0.0,3.986481253968089
1.411,0.0,0.0
1.4665,19.176377168897027,0.0
1.5215,31.834623764671143,1.454831934813266
1.577,16.644727849742203,0.0
1.6325,0.0,14.113078530587382
