, <=50K, >50K
2.5845000000000002,109.12553141809856,206.9978631635001
5.9,183.96907922340563,342.29196881155525
9.166500000000001,86.09674747800408,0.0
12.4335,0.0,0.0
15.7,336.5347728265316,0.0
18.9665,866.1968034487048,88.97534547051588
22.2335,0.0,0.0
25.5,120.6399233881458,359.5635567666261
28.7665,670.4521399579016,0.0
32.033500000000004,160.94029528331114,253.0554310436891
35.3,679.0879339354371,440.1643005569568
38.566500000000005,6983.217537536303,1991.728618520823
41.8335,94.7325414555395,0.0
45.099999999999994,0.0,0.0
48.3665,1024.5196930368545,756.810079733256
51.6335,278.9628129762954,135.03291335070486
54.900000000000006,114.88272740312217,474.70747646709856
58.1665,0.0,60.18936554539777
61.433499999999995,0.0,0.0
64.7,109.12553141809856,63.067963537909584
67.9665,28.524787627767854,106.24693342558675
71.23349999999999,158.06169729079934,371.07794873667336
74.5,45.79637558283872,71.70375751544502
77.76650000000001,0.0,181.09048123089383
81.0335,0.0,0.0
84.30000000000001,37.160581605303285,0.0
87.5665,270.32701899875997,0.0
90.8335,160.94029528331114,140.7901093357285
94.1,0.0,0.0
97.3665,175.3332852458702,267.44842100624817
