, <=50K, >50K
 Bachelors,1753.4302853090812,1238.0414372802704
 HS-grad,4843.750135794333,793.115908317899
 11th,626.017180246058,32.11206240035819
 Masters,418.6536984219662,509.2493943645306
 9th,251.55497035012522,22.04587396229548
 Some-college,3192.8952319520486,704.5334500629472
 Assoc-acdm,454.89197679899195,173.0387005332361
 Assoc-voc,551.5273858043939,207.26374122264932
 7th-8th,297.8594371652137,1.9134970861700633
 Doctorate,86.46947996589681,106.60185684202223
 Prof-school,90.4959553411219,223.36964272354965
 5th-6th,195.18431509697405,9.96644783662023
 10th,475.02435367511737,40.165013150808356
 1st-4th,96.53566840395952,7.953210149007688
 Preschool,0.0,24.059111649908022
 12th,267.6608718510256,42.178250838420894
