, <=50K, >50K
 Bachelors,1679.303818076128,1259.1049850233983
 HS-grad,3669.4121801730835,1049.0055684970334
 11th,1329.13812386552,0.0
 Masters,529.5931220846315,161.91914316349315
 9th,798.0534876460978,0.0
 Some-college,3576.0346617169216,512.0848373741012
 Assoc-acdm,191.0996176810438,552.9375016986721
 Assoc-voc,307.82151575124647,0.0
 7th-8th,477.0682679530404,739.6925386109964
 Doctorate,0.0,0.0
 Prof-school,0.0,1002.3168092689524
 5th-6th,0.0,482.9043628565505
 10th,500.4126475670809,132.73866864594245
 1st-4th,798.0534876460978,0.0
 Preschool,687.1676844794052,0.0
 12th,652.1511150583444,0.0
