, <=50K, >50K
 Bachelors,176.22228519311776,66.67556904875049
 HS-grad,326.5805230383277,64.52759422239035
 11th,0.0,0.0
 Masters,21.56809769518751,55.935694916949785
 9th,4.384299084306372,25.864047347907793
 Some-college,244.9574796366423,4.384299084306372
 Assoc-acdm,66.67556904875049,0.0
 Assoc-voc,25.864047347907793,0.0
 7th-8th,43.04784595878893,0.0
 Doctorate,19.420122868827367,19.420122868827367
 Prof-school,25.864047347907793,19.420122868827367
 5th-6th,0.0,17.272148042467226
 10th,36.603921479708504,0.0
 1st-4th,0.0,10.828223563386798
 Preschool,17.272148042467226,12.97619838974694
 12th,32.30797182698822,0.0
