, <=50K, >50K
18.18,83.85936765963163,2.23632425794623
20.65,34.45594665334836,36.603921479708504
23.0835,68.82354387511063,0.0
25.5165,105.33911592323305,0.0
27.950000000000003,103.19114109687291,0.0
30.3835,36.603921479708504,0.0
32.816500000000005,55.935694916949785,0.08834943158608757
35.25,58.083669743309926,30.159997000628078
37.683499999999995,0.0,0.0
40.1165,47.343795611509215,64.52759422239035
42.55,23.71607252154765,0.0
44.98350000000001,77.41544318055121,55.935694916949785
47.4165,38.751896306068645,12.97619838974694
49.85,47.343795611509215,58.083669743309926
52.283500000000004,0.0,0.0
54.716499999999996,17.272148042467226,0.0
57.15,15.124173216107083,2.23632425794623
59.5835,19.420122868827367,0.0
62.01649999999999,23.71607252154765,0.0
64.45,8.680248737026655,0.0
66.8835,0.0,0.0
69.31649999999999,0.0,0.0
71.75,10.828223563386798,17.272148042467226
74.18350000000001,38.751896306068645,32.30797182698822
76.6165,0.0,0.0
79.05,8.680248737026655,15.124173216107083
81.48349999999999,2.23632425794623,0.0
83.9165,0.0,0.0
86.35,0.0,0.0
88.7835,0.0,0.0
