,red,white
0.0268,22.521943120709146,32.30417019687073
0.0832,0.0,0.0
0.1385,0.0,0.0
0.1935,16.00045840326809,6.218231327106511
0.249,0.0,90.99753265384021
0.3045,0.0,94.25827501256073
0.3595,0.0,12.739716044547565
0.415,38.82565491431178,32.30417019687073
0.4705,42.086397273032304,45.34713963175283
0.5255,0.0,71.43307850151704
0.581,6.218231327106511,0.0
0.6365,0.0,0.0
0.6915,0.0,0.0
0.747,0.0,12.739716044547565
0.8025,9.478973685827038,0.0
0.8575,0.0,2.9574889683859844
0.913,0.0,22.521943120709146
0.9685,51.86862434919389,35.564912555591256
1.0235,0.0,0.0
1.079,0.0,2.9574889683859844
1.1345,0.0,42.086397273032304
1.1895,0.0,0.0
1.245,0.0,0.0
1.3005,6.218231327106511,12.739716044547565
1.3555,0.0,22.521943120709146
1.411,48.60788199047336,0.0
1.4665,2.9574889683859844,0.0
1.5215,0.0,0.0
1.577,19.26120076198862,2.9574889683859844
1.6325,6.218231327106511,16.00045840326809
