,red,white
2.741,0.5087414436542684,0.0
2.7845,0.0,0.0
2.8275,0.0,4.996198323165561
2.8705,0.0,0.0
2.9135,4.996198323165561,25.189754280966373
2.9565,0.0,34.16466803998896
2.9995,16.21484052194379,4.996198323165561
3.0425,0.0,13.971112082188144
3.0855,13.971112082188144,25.189754280966373
3.1285,16.21484052194379,40.895853359255895
3.1715,11.727383642432498,56.601952437545414
3.2145,7.239926762921206,11.727383642432498
3.2575,2.7524698834099146,43.139581799011545
3.3005,0.5087414436542684,40.895853359255895
3.3435,4.996198323165561,11.727383642432498
3.3865,13.971112082188144,16.21484052194379
3.4295,18.458568961699434,0.0
3.4725,0.0,0.5087414436542684
3.5155,18.458568961699434,0.0
3.5585,4.996198323165561,20.70229740145508
3.6015,18.458568961699434,0.0
3.6445,0.0,0.0
3.6875,25.189754280966373,22.946025841210727
3.7305,11.727383642432498,0.5087414436542684
3.7735,16.21484052194379,11.727383642432498
3.8165,9.483655202676852,0.0
3.8595,16.21484052194379,9.483655202676852
3.9025,22.946025841210727,16.21484052194379
3.9455,16.21484052194379,0.0
3.9885,4.996198323165561,0.0
