, <=50K, >50K
 United-States,11592.614514100176,3957.1601675292304
 Cuba,10.31887896686121,71.07846262657696
 Jamaica,0.0,101.45825445643484
 India,0.0,28.040424200944972
 ?,283.7370054355821,103.98990377558967
 Mexico,268.5471095206532,40.698670796719085
 South,225.50907109502117,177.40773403107954
 Puerto-Rico,159.68618879699576,0.0
 Honduras,0.0,20.445476243480503
 England,238.1673176907953,177.40773403107954
 Canada,25.50877488179015,12.850528286016033
 Germany,172.3444353927699,109.05320241389931
 Iran,114.11650105220896,144.49629288206683
 Philippines,0.0,81.20505990319626
 Italy,0.0,0.0
 Poland,55.888566711648025,88.80000786066073
 Columbia,185.002681988544,248.2939149674146
 Cambodia,0.0,0.0
 Thailand,0.0,0.0
 Ecuador,240.6989670099501,45.76196943502873
 Laos,0.0,0.0
 Taiwan,45.76196943502873,164.7494874353054
 Haiti,0.0,311.5851479462852
 Portugal,0.0,0.0
 Dominican-Republic,0.0,98.92660513728002
 El-Salvador,0.0,0.0
 France,60.95186534995767,319.18009590374965
 Guatemala,0.0,0.0
 China,0.0,48.293618754183555
 Japan,0.0,22.977125562635326
 Yugoslavia,0.0,43.23032011587391
 Peru,101.45825445643484,78.67341058404143
 Outlying-US(Guam-USVI-etc),0.0,129.30639696713789
 Scotland,0.0,86.2683585415059
 Trinadad&Tobago,0.0,222.97742177586636
 Greece,0.0,0.0
 Nicaragua,255.88886292487905,2.7239310093967406
 Vietnam,0.0,53.3569173924932
 Hong,0.0,5.255580328551564
 Ireland,10.31887896686121,210.31917518009223
 Hungary,48.293618754183555,0.0
 Holand-Netherlands,124.24309832882825,0.0
