, <=50K, >50K
 United-States,681.1304895527724,270.7308394386201
 Cuba,21.559623297884748,0.0
 Jamaica,97.77670117622732,91.91384903173943
 India,21.559623297884748,109.5024054652031
 ?,12.765345081152912,12.765345081152912
 Mexico,0.0,24.491049370128692
 South,33.285327586860525,21.559623297884748
 Puerto-Rico,6.9024929366650225,88.98242295949548
 Honduras,0.0,68.46244045378786
 England,6.9024929366650225,0.0
 Canada,30.35390151461658,0.0
 Germany,0.0,0.0
 Iran,0.0,27.422475442372637
 Philippines,6.9024929366650225,0.0
 Italy,0.0,0.0
 Poland,15.696771153396858,62.599588309299975
 Columbia,0.0,65.53101438154393
 Cambodia,100.70812724847126,0.0
 Thailand,0.0,21.559623297884748
 Ecuador,0.0,21.559623297884748
 Laos,86.05099688725153,0.0
 Taiwan,12.765345081152912,0.0
 Haiti,9.833919008908968,80.18814474276364
 Portugal,21.559623297884748,6.9024929366650225
 Dominican-Republic,18.628197225640804,0.0
 El-Salvador,0.0,0.0
 France,0.0,24.491049370128692
 Guatemala,0.0,24.491049370128692
 China,68.46244045378786,39.148179731348414
 Japan,9.833919008908968,39.148179731348414
 Yugoslavia,0.0,0.0
 Peru,15.696771153396858,59.66816223705603
 Outlying-US(Guam-USVI-etc),0.0,0.0
 Scotland,62.599588309299975,65.53101438154393
 Trinadad&Tobago,71.39386652603181,0.0
 Greece,97.77670117622732,0.0
 Nicaragua,0.0,0.0
 Vietnam,0.0,27.422475442372637
 Hong,0.0,9.833919008908968
 Ireland,33.285327586860525,0.0
 Hungary,62.599588309299975,0.0
 Holand-Netherlands,39.148179731348414,0.0
