,red,white
13.0165,74.34169594286331,0.0
27.7,4.308557100741708,0.0
42.1665,50.99731632882278,0.0
56.6335,39.32512652180251,0.0
71.1,0.0,0.0
85.5665,0.0,0.0
100.0335,0.0,167.71921439902545
114.5,0.0,39.32512652180251
128.9665,10.144652004251842,0.0
143.4335,0.0,56.833411232332914
157.9,50.99731632882278,97.68607555690384
172.3665,0.0,0.0
186.8335,45.16122142531265,15.980746907761976
201.3,0.0,0.0
215.7665,0.0,0.0
230.2335,10.144652004251842,56.833411232332914
244.7,45.16122142531265,121.03045517094438
259.1665,10.144652004251842,103.52217046041399
273.6335,0.0,74.34169594286331
288.1,15.980746907761976,80.17779084637345
302.5665,56.833411232332914,0.0
317.0335,56.833411232332914,0.0
331.5,0.0,33.48903161829238
345.9665,15.980746907761976,4.308557100741708
360.4335,0.0,0.0
374.9,0.0,10.144652004251842
389.3665,21.81684181127211,45.16122142531265
403.8335,0.0,144.37483478498493
418.3,56.833411232332914,45.16122142531265
432.7665,56.833411232332914,33.48903161829238
