, <=50K, >50K
 Adm-clerical,148.91440725582015,22.91619197585731
 Exec-managerial,79.16539522584073,81.41536335584006
 Handlers-cleaners,65.66558644584471,0.0
 Prof-specialty,97.16514026583542,40.915937015852
 Other-service,117.41485343582946,20.66622384585797
 Sales,54.415745795848025,61.16565018584603
 Craft-repair,74.66545896584205,79.16539522584073
 Transport-moving,16.166287585859298,115.16488530583011
 Farming-fishing,22.91619197585731,16.166287585859298
 Machine-op-inspct,81.41536335584006,7.166415065861951
 Tech-support,29.666096365855317,0.0
 ?,81.41536335584006,0.0
 Protective-serv,9.416383195861288,0.0
 Armed-Forces,58.915682055846695,0.0
 Priv-house-serv,0.0,47.66584140585001
